Temperature,Tin Oxide,Titania,Tungsten Oxide,Indium Oxide
13.5,1059,777,797,774
11.6,1110,870,708,1059
10.9,1204,979,639,1326
10.4,1275,1061,593,1494
9.7,1297,1044,600,1559
9.1,1277,991,609,1575
9.3,1207,888,664,1447
9.4,1222,880,684,1367
8.5,1141,816,745,1230
7.8,1228,913,643,1396
7.7,1120,770,756,1191
8.2,1067,758,775,1009
8.4,947,580,978,572
8,918,501,1148,420
7.8,920,506,1142,453
8,941,541,1065,520
8.8,949,552,1035,531
10.1,990,604,944,579
10.6,996,620,928,570
9.1,1023,623,916,571
7.9,1037,636,891,582
8,1017,613,919,551
8.4,1042,671,861,634
8.6,1037,665,854,633
8.4,1009,640,915,613
8,1033,675,853,702
7.1,1016,647,906,649
7.4,1076,745,801,841
7.7,1029,699,851,795
7.7,984,661,898,638
7.7,1003,694,876,663
6.7,1009,671,877,610
6.6,946,588,1005,480
5.7,910,518,1130,404
4.5,886,464,1273,357
4,879,447,1317,348
3.9,907,502,1129,399
3.3,949,589,987,464
4.2,1054,786,766,699
5.1,1214,1010,609,1006
4.6,1253,1095,566,1206
3.8,1197,964,614,1122
6.2,1156,859,684,1069
7.7,1132,837,694,1062
8.1,1207,950,623,1162
8.1,1127,896,664,1010
6.9,1112,851,694,931
7,1186,925,641,1025
7.3,1192,976,618,1110
5.8,1177,931,656,979
5.4,1478,1301,469,1409
5.5,1486,1289,466,1438
5.6,1118,863,680,1083
5.6,1019,730,811,916
6.4,961,643,914,825
6.3,931,591,1015,704
4.4,938,592,992,668
3.9,888,511,1112,512
2.5,844,454,1327,385
3.4,851,440,1349,377
3.3,905,503,1152,467
3.4,987,628,929,691
3.4,1124,842,690,981
4.1,1408,1200,490,1369
4.6,1501,1403,418,1589
6.1,1266,1149,528,1370
9.1,1082,855,725,1005
11.4,1123,942,653,1105
8.3,1174,979,611,1142
6.5,1209,1082,573,1105
6.6,1120,940,657,917
7.4,1174,1010,613,1050
6.4,1068,896,702,848
5.8,1146,985,650,952
5.6,1204,1089,601,1059
4.2,1062,903,717,720
4.3,1122,919,680,981
4.5,940,686,903,648
4.4,935,628,995,611
4.2,1011,725,852,773
4,952,665,907,703
3.9,899,572,1063,560
3.5,880,533,1161,499
3.2,882,516,1132,575
4.1,844,466,1261,478
4.2,860,497,1251,442
4.5,917,597,1084,602
4.4,1126,886,719,936
4.3,1033,820,740,870
3.1,944,697,881,688
2.8,955,687,895,706
3.9,992,694,900,756
5.1,1090,910,701,974
5.7,1151,983,629,1121
5.6,1148,975,638,1064
5.4,1140,946,653,1076
4.9,1160,990,632,1090
4.8,1167,1027,610,1119
4.8,1194,1038,605,1181
4.6,1224,1071,590,1240
4.2,1209,1028,619,1254
4.3,1145,962,657,1192
4.2,1016,744,825,1020
3.2,1018,750,831,916
5.1,937,625,977,798
4,949,647,956,762
4.3,895,545,1080,685
2.9,884,528,1148,619
3.3,883,518,1135,606
3.6,968,652,937,788
3.8,1071,787,755,947
4.1,1310,1082,555,1254
3.9,1332,1132,522,1352
4.1,1178,939,640,1165
4.6,1093,836,728,1025
5.5,1060,784,770,941
6.7,1121,873,697,1000
7.9,1118,888,685,962
8.5,1205,1002,612,1214
7.6,1274,1094,537,1428
7.2,1301,1092,525,1484
6.7,1405,1224,468,1658
6.1,1375,1230,473,1632
6.3,1367,1225,485,1628
6,1324,1121,531,1481
5.6,1170,917,652,1205
5.5,1169,895,681,1106
5.3,1181,905,657,1106
5.2,1146,860,692,1092
5.1,1059,773,767,984
5,1010,679,854,889
5,1007,677,863,848
5,932,595,991,771
5.2,998,717,872,895
5.3,1072,819,751,1003
5.7,1424,1260,494,1442
6.2,1527,1502,411,1727
8.3,1364,1234,504,1606
10.8,1190,1044,615,1354
13,1021,839,771,914
10.9,1051,914,707,913
11.5,1021,882,727,847
12.5,1016,842,762,778
12.6,1040,893,723,835
12.3,1089,916,710,903
10.2,1148,1054,631,1157
8.6,1162,1070,625,1237
7.8,1197,1102,609,1253
7.3,1059,905,735,1130
6.2,1207,1023,629,1373
5.1,1188,983,648,1338
4.7,1153,933,687,1268
4,1061,849,757,1125
3.4,1028,831,771,1054
2.8,1082,843,729,1090
2.3,1037,771,784,1029
3.8,942,688,897,882
4.6,904,633,993,717
5.7,855,578,1121,599
6.2,914,705,966,687
6.7,933,714,899,706
8.8,942,696,920,682
9.6,943,688,924,629
9.8,959,717,892,664
9.9,971,739,868,664
9.8,954,735,863,630
9.7,929,645,962,524
9,933,660,955,488
7.4,967,704,888,609
6.4,987,723,863,684
6.8,1003,772,821,788
7.3,1138,986,663,1030
7.2,1087,903,713,1026
6.7,1129,920,689,1182
5.9,1191,1005,637,1284
6.3,1256,1032,612,1371
5.5,1171,960,679,1234
4.6,1016,780,798,1060
3.5,1035,805,790,1038
2.8,980,744,840,970
3.7,901,631,988,751
1.6,914,655,949,742
1.4,940,665,900,879
2.5,935,689,894,871
3.7,970,691,891,890
7.8,1064,830,739,1059
11.2,1023,776,817,808
12.6,955,706,888,616
10.3,943,714,898,609
10,895,622,1012,471
8.8,890,601,1053,391
8.3,904,608,1033,398
7.9,888,611,1035,419
6.8,905,648,1007,509
6,974,757,886,723
5.5,1048,847,801,888
4.6,895,660,975,596
4.5,875,594,1079,451
4.3,943,703,950,581
4,947,697,913,698
4,865,566,1119,423
4,823,503,1268,332
3.9,798,452,1435,280
3.8,781,425,1609,261
3.6,781,409,1664,252
2.8,779,402,1665,257
2.5,817,462,1378,308
2.7,893,629,1015,456
2.7,883,659,943,527
3.3,839,608,1040,475
3.1,809,587,1084,434
3.7,805,584,1137,385
4,840,661,1016,435
3.7,812,646,1045,421
3.4,782,594,1134,371
3.3,799,617,1099,382
2.6,812,640,1093,408
2.1,922,842,849,676
1.6,938,903,790,798
1.4,939,872,814,793
1,827,687,1015,573
1.1,776,580,1183,402
1,755,538,1285,343
1,766,515,1327,322
0.7,762,487,1364,307
0.2,736,453,1498,268
0.1,715,387,1791,227
-0.1,716,390,1804,221
-0.3,731,408,1727,225
-0.6,735,407,1677,232
-0.6,779,500,1361,313
-0.2,915,774,911,629
0.6,905,818,853,790
2.8,835,688,988,630
3.1,798,609,1122,472
3.3,783,580,1181,378
3.1,807,623,1097,384
3.2,827,660,1030,426
3.3,822,632,1074,442
4.1,830,655,1045,467
3.9,833,653,1073,448
1.9,882,766,922,582
1.8,967,880,815,892
1.4,1009,958,751,1006
0.8,911,777,913,852
0.6,808,613,1137,543
0.3,812,621,1143,529
0.2,790,597,1184,465
0,765,544,1253,405
-0.1,761,525,1307,332
-1.1,788,486,1294,420
-1.4,790,471,1302,532
-1.3,804,489,1262,630
-1.2,831,537,1158,768
-1.3,881,680,1023,866
-1.9,1099,1013,690,1254
-0.5,1100,1065,669,1347
4.6,1042,910,774,1216
7.5,1026,935,747,1151
9.6,905,796,900,699
9.3,891,790,927,584
9.7,968,938,790,836
10.1,909,826,898,626
11.8,938,945,804,878
11.6,971,917,802,952
9.1,1148,1226,624,1460
7.2,1299,1384,523,1855
6.1,1315,1269,551,1860
5.1,1180,1020,656,1629
4.8,1070,821,754,1454
5,1031,763,818,1348
4.1,1047,778,799,1326
4.4,1030,724,832,1285
3.8,986,682,875,1205
3.6,992,655,876,1220
3.4,1076,715,783,1448
2.9,1104,713,754,1433
2.8,1160,770,702,1447
2.9,1217,846,650,1481
3.8,1457,1167,496,1785
5.9,1337,1212,529,1756
7.3,1111,931,687,1368
3.6,1165,852,692,1197
3.6,1129,783,757,1084
5.3,1092,759,773,1039
6.1,1096,777,767,961
6,1108,783,758,964
6.3,1124,787,740,941
6.3,1216,879,670,1111
5.6,1437,1202,507,1459
4.9,1473,1245,476,1519
4.3,1396,1164,508,1412
4.3,1285,1013,568,1336
4.6,1206,928,621,1285
4.4,1179,868,664,1240
4.3,1213,877,654,1282
4.1,1142,849,680,1189
3.9,1089,750,765,1117
4.5,982,617,891,1024
4.5,888,526,1134,744
4,979,602,925,928
3.7,1023,690,833,1006
3.1,1153,878,682,1173
3.7,1393,1204,506,1568
5,1567,1502,399,1913
6.5,1334,1174,524,1643
7.6,1280,1165,533,1605
8.6,1330,1145,537,1668
10.9,1349,1193,507,1710
12.3,1349,1167,515,1632
12.5,1344,1182,525,1545
11.9,1337,1198,521,1557
12.3,1316,1177,544,1529
10.8,1253,1094,575,1430
8.9,1258,1144,558,1509
8.4,1326,1253,514,1615
7.5,1109,896,710,1242
6.9,1029,762,820,1065
6.6,1112,833,759,1180
6.3,1100,810,768,1158
5.4,1136,849,715,1216
5.8,1000,712,848,971
4.9,1041,732,789,1076
4.4,1009,710,819,1011
4.2,975,681,889,813
3.1,993,727,810,1001
4.6,872,587,1082,655
5,1017,818,842,933
7,1070,928,701,1088
10,915,658,957,562
13,978,772,870,586
14,968,777,830,617
13.3,1008,843,787,705
13.4,1025,913,724,814
13.5,983,806,820,615
13,1018,868,751,804
11.6,1101,916,721,861
8.6,1116,888,695,980
8.5,1161,945,654,1077
7.8,1212,1010,622,1214
7.2,1225,985,635,1169
6.5,1154,891,697,1079
6.5,1140,856,707,1147
6.8,1201,949,665,1260
7,1011,742,842,929
7.2,867,590,1088,465
7.2,856,545,1166,398
6.8,859,527,1203,342
5.8,859,479,1285,313
5.8,842,454,1433,292
5.5,856,505,1246,367
5.9,867,500,1219,387
7.3,877,541,1148,399
9.4,869,535,1162,376
11.2,900,582,1081,377
12.3,899,603,1055,379
14.8,895,624,1002,387
13.1,992,844,830,552
13.3,1104,1095,609,930
12,933,711,912,554
11.5,973,778,839,723
10.1,1069,923,735,875
8.6,1055,821,797,949
8,1032,778,834,869
7.5,982,714,879,747
6.8,968,680,918,740
6.1,979,718,883,807
5.6,935,666,939,653
5.4,942,666,960,553
5.1,883,561,1080,412
5.3,841,470,1311,289
5.2,843,443,1490,262
4.5,872,460,1359,288
5.2,862,474,1312,310
5.6,917,562,1099,418
5.9,1022,771,812,769
6.9,1022,837,755,881
8.6,961,789,839,816
9.6,912,731,912,684
10.6,896,731,911,627
10.2,890,726,921,523
10,891,740,919,502
9.7,894,737,913,604
9.7,907,753,886,682
9.4,973,827,825,846
7.9,1035,961,726,1027
6.9,1146,1147,621,1315
6.1,1176,1162,600,1363
5,1057,935,720,1236
4.2,974,763,861,1076
3.9,1044,834,781,1200
3,988,734,860,1081
2.5,1016,781,799,1174
2,929,659,920,1033
1,876,576,1040,900
0.5,872,558,1054,853
1.4,888,574,1035,886
0.9,927,638,949,949
0.3,991,786,817,1037
0.9,1317,1247,558,1571
4.1,1402,1462,449,1885
7.7,1222,1188,554,1683
10.9,1109,1060,650,1412
13.7,959,875,797,1006
14,964,902,780,855
14.1,1006,1006,705,964
15,1002,968,732,886
16.5,997,975,739,947
15.8,1019,964,729,984
13.2,1192,1196,581,1450
11,1399,1387,487,1837
9.5,1419,1408,466,1899
8.5,1250,1094,600,1629
7.5,1156,916,687,1490
6.6,1064,783,785,1319
5.5,1066,771,795,1247
4.9,1031,741,821,1144
4.6,973,663,889,1014
4.7,937,600,985,885
3.8,930,616,969,875
2.3,949,640,902,971
2,979,707,851,1048
2,1094,865,708,1223
3.3,1450,1322,490,1756
5.7,1508,1479,419,2014
8.3,1374,1255,504,1855
10.5,1308,1117,549,1795
14.5,1249,996,593,1575
15.7,1282,1023,573,1461
16.1,1253,988,589,1314
17.3,1222,924,612,1147
17.6,1201,882,638,948
18,1238,985,592,1252
14.6,1434,1234,476,1676
12.8,1573,1436,407,2056
11.5,1552,1413,407,2088
10.6,1510,1297,458,1945
9.7,1165,870,671,1482
8.3,1177,837,670,1448
7.8,1135,800,705,1304
7.5,1070,739,767,1186
6.1,1034,715,801,1051
4.6,1014,731,784,1038
4,988,673,838,969
4.2,975,668,874,951
5.3,984,681,852,970
4.3,1092,831,720,1090
4.8,1454,1299,457,1673
7.5,1446,1328,439,1833
11.7,1316,1105,511,1828
14.7,1283,1039,549,1724
17.4,1223,999,578,1547
18.8,1176,969,612,1300
19.1,1041,945,692,1000
19.5,1008,946,705,942
20.2,962,807,821,745
19.8,1048,925,721,941
16.5,1145,1074,593,1232
14.5,1198,1291,531,1527
12.8,1319,1399,497,1746
11.5,1274,1136,547,1741
9.5,1085,882,705,1433
8.3,1017,760,806,1235
7.7,1039,774,786,1173
6.8,1027,751,798,1171
5.7,952,662,905,1024
5.7,930,609,968,928
4.4,942,665,923,956
4.9,897,594,999,871
4.5,928,631,985,884
3.8,987,738,833,1010
4.3,1272,1111,563,1416
7.1,1452,1370,445,1817
11.1,1415,1278,483,1870
-200,-200,-200,-200,-200
17.2,1203,951,618,1305
17.8,1258,1052,551,1205
18.8,1328,1123,508,1339
19.3,1260,1059,544,1161
18.8,1201,985,585,996
18.2,1161,992,601,906
16,1254,1112,533,1161
13.8,1452,1381,428,1695
12.9,1438,1374,435,1705
12.8,1273,1096,553,1379
12.2,1096,850,690,943
10.6,1151,813,702,1073
10.3,1189,797,688,1213
10.2,1078,704,765,898
10,1152,759,706,1094
10.2,1128,740,705,1064
10.3,1015,608,873,655
9.8,979,547,952,470
9.2,972,542,1029,443
9.4,992,565,912,547
10.6,1053,671,807,570
12.6,1140,800,679,782
15,1136,822,653,744
14.2,1180,846,646,791
15.1,1131,792,678,749
18,1083,804,702,615
17.9,1120,859,640,681
17.7,1038,699,765,515
17.6,1096,788,699,583
17.5,1126,881,648,728
15.6,1153,910,622,827
14,1177,878,641,844
13.2,1383,1119,522,1310
12,1363,1064,536,1353
11.6,1087,803,699,907
12,1028,703,783,646
12.5,1017,641,892,482
12.3,1050,660,860,526
12.4,1023,672,819,595
12.7,940,583,942,416
13.2,963,617,902,398
12.3,971,585,928,394
13.3,887,488,1184,312
12.3,944,551,1063,381
12.9,970,592,909,509
12.9,1034,651,861,601
13.9,1160,765,711,962
13.5,1283,887,607,1231
13.2,1387,981,535,1396
14.2,1325,921,570,1297
17.2,1057,641,803,616
19.9,1078,668,855,509
19.7,1159,762,742,590
19,1195,795,710,718
16.4,1217,861,642,898
15.1,1542,1200,469,1577
14.8,1407,1066,525,1560
14.6,1189,837,665,1208
13.7,1208,911,613,1244
13.2,1207,861,649,1181
13.2,1056,699,787,828
11.7,1128,771,733,923
9.9,1119,778,705,1096
9.8,1077,701,761,1106
8.9,1036,636,845,976
8.4,1016,647,824,937
9.2,1103,730,735,1049
9.9,1176,880,634,1180
10.8,1430,1169,481,1514
11.7,1572,1374,411,1771
13.7,1243,1006,572,1395
16.3,1101,817,707,1024
17.9,1103,857,681,946
19.3,1116,859,670,864
20.1,1141,904,646,889
20,1151,885,660,903
20.2,1263,1008,597,1121
18.9,1324,1128,540,1319
17.9,1533,1439,416,1829
16.7,1626,1531,371,2000
15.9,1639,1510,378,2001
15.3,1346,1124,502,1598
13.7,1218,914,597,1383
12.7,1166,880,631,1238
12.2,1095,772,721,1023
13,958,601,947,659
11.1,960,582,933,657
10.1,972,571,931,764
11.6,911,508,1048,667
10.1,923,516,1049,667
9.3,981,610,867,856
10.1,1038,701,760,940
10.4,1370,1118,495,1406
13,1471,1265,434,1617
16.4,1447,1167,466,1694
19.1,1329,1090,508,1473
21,1197,989,577,1087
22.1,1198,968,590,945
22.2,1171,977,608,905
23.6,1191,1011,620,903
23.6,1213,1060,578,1041
22.8,1258,1124,552,1194
20.3,1413,1339,464,1533
18,1610,1573,381,1932
16.4,1710,1632,346,2140
14.9,1515,1295,435,1871
13.8,1199,916,613,1435
13.2,1128,818,674,1303
11.8,1108,798,694,1199
11.4,1038,709,768,1069
11.3,1004,646,823,989
10.7,969,584,904,899
9,938,559,942,850
8,927,549,967,828
7.5,977,673,830,902
7.6,1011,685,823,902
8.7,1228,984,588,1222
11.7,1521,1434,404,1784
15.9,1425,1178,468,1761
19.3,1339,1094,509,1634
23.1,1310,1046,552,1527
26.1,1250,1012,585,1192
26.8,1181,1015,617,1023
28.4,1272,1220,533,1251
28.8,1231,1064,618,1082
27.9,1286,1223,529,1348
24.1,1315,1225,509,1365
21,1494,1460,420,1827
18.4,1494,1381,422,1879
16.9,1545,1390,423,1915
15.5,1354,1094,517,1705
14.3,1301,998,553,1610
14.7,1144,826,661,1300
13.3,1080,732,748,1093
12.6,1013,671,817,986
11.5,966,587,921,846
10.1,959,578,909,822
9.8,919,532,997,714
9,953,604,903,838
7.9,1117,808,669,1109
9.5,1485,1265,441,1676
13.2,1583,1457,376,1976
16.9,1448,1187,471,1814
20.8,1294,1006,567,1538
24.3,1269,1016,579,1383
26.7,1247,985,581,1184
27.1,1239,1045,559,1094
28.3,1199,1041,574,986
27.8,1216,1013,576,967
26.2,1131,925,638,831
22.7,1300,1149,530,1182
20.2,1358,1331,459,1523
17.3,1492,1425,417,1780
16.1,1413,1251,478,1682
14.6,1210,943,611,1390
13.7,1196,902,620,1390
12.4,1101,809,690,1201
11.9,1076,770,721,1107
10.4,1040,736,740,1050
8.9,989,667,824,943
8.2,966,639,843,903
7.7,912,587,922,826
7.2,960,668,841,878
7.5,1028,784,709,996
8.7,1375,1134,504,1470
12,1522,1466,380,1883
15.4,1400,1227,465,1661
18.8,1323,1144,502,1568
22.2,1250,990,579,1291
24.7,1283,1048,550,1226
25,1171,993,597,841
25.9,1264,1081,555,951
25.6,1301,1152,525,1151
25.1,1321,1175,525,1279
22.1,1343,1298,477,1416
19.1,1493,1444,417,1738
16.7,1545,1403,407,1821
15.5,1477,1247,456,1733
13.3,1202,864,620,1115
12.1,1236,849,631,1131
11.8,1206,849,640,1127
11.6,1192,832,646,1167
11.8,1044,630,845,809
12.3,1053,648,808,709
12.2,1023,600,872,575
12.1,1005,620,846,572
11.8,959,578,907,546
11.9,1049,686,793,795
12.2,1255,983,555,1268
12.8,1285,1009,517,1366
13.4,1254,973,543,1328
14.5,1253,966,560,1251
15.8,1242,935,584,1127
17.5,1212,918,593,1066
19.5,1165,839,652,867
21.2,1136,781,712,691
21.7,1233,926,617,917
20.5,1177,800,696,748
18.2,1223,883,614,968
16.2,1360,1063,507,1420
15,1435,1140,477,1530
14.1,1305,995,552,1341
13.2,1199,869,618,1160
13.5,1217,921,589,1261
13.6,1200,847,636,1132
13.6,1150,807,669,1042
13.4,1086,726,736,848
13.2,1027,684,788,666
13,993,640,848,548
12.6,985,610,851,604
13.1,934,552,966,520
12.4,977,631,859,659
13.3,970,618,888,611
14,1041,706,778,756
15.4,1144,821,651,988
17,1209,933,581,1058
18.6,1083,727,763,636
21.5,1063,678,796,522
21.3,988,600,912,415
23.1,1060,686,830,445
22.1,1087,717,786,515
21.5,1153,798,715,678
19.3,1167,838,660,825
17.3,1370,1072,535,1233
16,1403,1142,492,1419
15.6,1364,1061,534,1397
14.8,1111,825,679,975
13.8,1091,777,711,891
13.1,1107,777,697,945
13.3,1095,746,716,916
13.3,1027,673,794,770
13.1,996,631,845,697
12.2,955,582,902,611
11.6,947,553,944,693
12.9,1003,650,831,750
12.8,1120,815,660,1053
13.5,1476,1219,459,1561
14.7,1653,1573,345,1920
15.9,1403,1161,487,1583
18.3,1241,1011,545,1274
19.8,1176,914,621,1083
21.6,1160,862,636,924
23.3,1224,977,571,1002
23.8,1175,906,616,905
22.8,1235,947,594,923
22.8,1288,1064,539,1123
20.9,1512,1386,425,1602
18.6,1609,1544,367,1878
17.2,1537,1446,392,1840
15.3,1315,1126,498,1474
14.2,1155,909,604,1244
13.8,1033,759,735,937
13.3,1078,808,696,891
12.6,1069,799,682,1044
12.8,952,648,847,792
12.8,910,570,964,670
12,878,517,1069,689
10.6,899,556,1001,717
10.9,939,620,905,813
10.3,1001,701,816,891
11.8,1303,1102,536,1323
14.1,1557,1499,381,1817
16.5,1402,1263,446,1723
20.2,1380,1170,477,1656
21.7,1350,1168,475,1539
23.5,1283,1061,525,1294
23.5,1293,1064,522,1229
25.5,1197,943,599,951
25.5,1142,924,629,819
22.9,1147,914,633,801
21.3,1448,1322,447,1492
20.1,1487,1350,418,1692
18.6,1476,1308,428,1654
17.4,1282,1013,545,1287
16.4,1147,848,636,938
16.3,1130,828,645,973
16,1154,822,656,1087
15.6,1049,683,782,796
15.4,1056,672,769,830
15.2,1011,622,827,703
14.5,993,604,848,762
15,976,568,891,705
14.2,1050,690,761,867
14,1143,818,646,1122
15.4,1606,1360,396,1771
17.8,1592,1478,360,1874
19.4,1510,1282,419,1812
21.4,1421,1172,474,1726
22.9,1169,987,596,1184
24.2,1187,1014,578,1131
24.5,1171,1045,570,1149
23.1,1175,1040,582,1185
23.3,1216,1050,564,1244
23.2,1239,1062,558,1380
22.7,1463,1383,440,1727
21,1616,1610,374,2021
19.5,1663,1597,366,2159
18.8,1445,1263,464,1844
17.7,1293,1052,536,1593
16.7,1354,1084,502,1651
15.9,1251,973,559,1482
15.1,1222,902,590,1384
15.3,1044,702,746,1101
13.1,1006,659,791,999
13.3,953,583,889,895
12.4,959,598,878,904
12.9,949,607,884,851
11.9,1073,760,727,1052
13.4,1499,1291,444,1609
16.1,1404,1149,469,1614
17.9,1465,1241,434,1774
18.2,1474,1158,469,1802
16,1611,1233,413,1741
17.6,1590,1219,410,1830
20.9,1422,1120,476,1696
24.1,1273,988,563,1257
22.9,1296,1014,543,1305
22.2,1247,989,557,1183
21.3,1359,1135,505,1347
20.1,1726,1570,359,1947
18.8,1818,1675,330,2129
18.2,1667,1410,383,1948
17.4,1549,1233,424,1804
17,1385,1045,496,1572
16.2,1320,950,542,1426
15.3,1205,828,622,1170
15.2,1099,709,727,1000
13.9,1106,715,714,949
13.6,1099,718,714,905
13.7,1042,671,754,845
13.7,980,621,858,692
14.1,1138,782,705,926
14.8,1517,1222,437,1470
16,1537,1374,384,1660
18.4,1296,1017,526,1360
20.4,1255,958,579,1215
21.3,1367,1105,503,1391
20.4,1473,1210,462,1521
21.1,1422,1175,474,1483
21.5,1378,1125,502,1380
21.7,1446,1224,471,1450
21,1473,1235,468,1519
20.4,1619,1411,417,1684
19.4,1673,1484,397,1812
18.8,1605,1397,420,1710
18.2,1460,1201,466,1591
17.7,1407,1117,486,1521
17.7,1286,982,550,1353
17.1,1372,1054,504,1463
16.8,1312,995,527,1447
16.6,1205,867,601,1294
16.1,1167,829,622,1172
16.2,1122,811,641,1122
16.3,1126,779,663,1103
16.1,1121,757,672,1113
16.1,1135,797,651,1109
16.5,1248,939,565,1229
17.4,1325,1010,513,1404
18.4,1347,1000,510,1450
19.1,1317,952,541,1393
21.2,1243,912,579,1227
22.3,1169,841,623,1040
23.7,1085,769,711,820
23.1,1177,896,616,1011
25.7,1207,888,611,1042
24.3,1269,1005,553,1136
21.9,1205,996,559,1101
19.7,1218,1009,553,1108
18.7,1183,914,604,1078
17.8,1242,978,564,1210
17.3,1263,990,553,1270
16.5,1139,865,625,1119
16.3,1166,829,632,1133
16.5,1079,727,724,1010
16.6,1008,669,791,894
16.2,1034,707,740,930
15.9,1001,675,778,861
15.8,977,605,852,841
15.8,986,602,878,851
15.6,1082,720,697,960
15.2,1068,688,725,926
14.5,1136,733,692,901
15.2,1184,743,672,915
15.9,1179,738,680,956
17.5,1182,761,677,1019
18.1,1082,700,759,842
18.6,996,620,820,612
16.2,1024,630,862,544
15.4,1093,682,797,638
14.4,1170,756,713,793
13.8,1153,734,712,811
13.9,1220,796,652,896
14.2,1218,825,627,978
14.1,1172,810,637,964
14.4,1182,812,650,993
14.6,1160,794,658,966
14.4,1106,728,722,885
14.4,1031,652,803,775
14.1,1015,640,821,738
13.7,1003,635,829,711
13.9,951,583,905,624
13.8,938,575,955,585
13.9,933,574,937,646
14.1,1010,656,815,809
15,1025,675,798,828
16.4,1086,756,700,894
17.8,1111,773,690,915
20.8,1129,788,692,920
21.6,1097,721,746,807
23.1,1029,670,800,678
23.6,1071,752,736,668
25.1,1053,721,764,617
24.7,1055,693,789,598
24.2,1176,822,704,778
22.7,1293,965,589,1062
19.6,1307,1063,554,1224
17.6,1163,954,600,1118
16.2,1103,861,660,964
15.2,1120,817,669,1050
14.5,1107,810,677,1016
14.3,1078,766,692,998
14.7,963,646,834,846
13.4,923,596,908,762
14.2,853,502,1117,592
13.7,883,530,997,617
13.7,921,575,956,672
12.9,1031,748,738,890
13.2,1371,1180,472,1354
14.4,1519,1461,370,1648
15.3,1409,1262,434,1566
17.7,1303,1128,489,1541
19.6,1184,978,567,1226
18.1,1202,1052,519,1126
18,1197,1040,530,1147
18.6,1234,1049,523,1190
18.3,1247,1059,508,1212
18.3,1234,1060,509,1251
18.3,1339,1200,457,1404
18.5,1331,1160,474,1419
17.1,1251,1097,502,1328
16.4,1267,1102,498,1378
15.2,1145,938,591,1159
14.6,1010,752,740,932
13.5,1025,761,745,942
13,1024,759,721,944
13,938,679,829,798
11.6,905,615,885,776
12.5,826,512,1108,636
11.5,879,539,1045,678
10.2,901,589,933,754
11,948,702,801,818
10.7,1250,1069,532,1202
12.1,1263,1138,503,1296
15.1,1319,1164,489,1418
18.6,1202,1055,534,1293
20.9,1109,896,629,1027
23.6,1136,962,594,1052
25.6,1082,910,629,875
26.1,1070,947,609,815
26.6,1070,917,633,760
25.1,1123,945,623,856
24.1,1271,1183,493,1258
21.5,1304,1212,476,1383
19.3,1360,1295,451,1518
18.2,1278,1147,505,1890
16.8,1130,933,608,1389
16,1066,802,689,1090
15.3,1090,841,661,1092
14.5,1013,754,729,954
14.2,998,718,757,951
13.9,923,616,874,790
13.1,904,565,942,752
12.9,884,556,965,708
12.3,936,628,876,782
12.6,1068,816,681,1011
12.7,1531,1394,407,1683
16.8,1184,1012,567,1341
20.3,1064,848,692,1014
21,996,759,773,751
21,984,724,810,630
22.8,980,728,808,565
24,970,710,833,535
22.6,940,656,913,471
22.5,963,691,857,512
21.5,961,702,849,527
21.4,1067,836,713,690
20,1084,866,682,778
17.8,1102,912,647,872
16.3,976,731,787,622
16.3,895,607,944,512
15.6,886,568,1015,438
15.1,886,589,975,443
15.1,848,541,1067,392
14.6,818,497,1198,347
14.5,848,509,1126,341
13.6,826,488,1187,322
13.7,818,473,1257,323
13.5,868,535,1136,395
13.7,901,586,993,510
13.7,1044,845,710,909
16.1,1030,828,705,869
16.1,965,730,799,652
16.5,948,684,851,599
18.9,939,687,870,550
19.2,925,713,853,518
19.9,924,739,834,541
19.2,891,669,923,456
19.4,897,687,908,467
18.9,939,726,890,508
19.3,943,770,856,583
17.1,928,790,812,609
15.6,961,874,747,757
13.8,867,694,906,539
13.1,823,579,1070,420
13.2,835,593,1072,408
13.6,893,675,955,560
13.1,965,803,802,889
12.7,838,580,1055,516
12.2,835,546,1111,391
11.9,820,536,1137,374
11.2,815,488,1223,326
11,842,535,1140,352
10.7,884,587,999,566
11.1,922,658,898,706
14.2,903,618,933,575
15.6,899,631,955,505
16.3,890,634,952,471
17,877,632,993,421
19.3,867,613,1019,389
20.5,892,614,986,408
22,889,603,1022,382
21.7,900,622,1008,387
21.6,910,644,971,428
21,947,682,906,488
18.6,947,708,858,556
15.5,936,685,866,568
14.3,925,645,904,546
13.5,885,567,1021,428
13.1,891,567,1031,418
13.5,904,593,1012,472
13.5,929,617,953,544
12.7,951,642,895,666
12,938,631,882,679
